OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
164,256.0,Allison Street - 16,ABBOTSFORD RD,Edmondstone Rd,503922.0,6964845.9,-27.439843,153.039686,BOWEN HILLS,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [153.03969184326203, -27.439830864684506], ""type"": ""Point""}","-27.439830864684506, 153.03969184326203"
165,257.0,Pickering St - Stop 32,PICKERING ST,Bowling St,499455.9,6967089.3,-27.419595,152.994495,ENOGGERA,4 - Regular,Y,Easy,Easy,Medium,2018-01-18T11:00:00+10:00,"{""coordinates"": [152.99450142646532, -27.419582893580387], ""type"": ""Point""}","-27.419582893580387, 152.99450142646532"
166,262.0,Alexandria Street - 11,ST PAULS TCE,Alexandria St,503464.9,6963424.0,-27.452682,153.035065,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Easy,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.03507061267462, -27.45266904423041], ""type"": ""Point""}","-27.45266904423041, 153.03507061267462"
167,263.0,Alexandria Street - 11,ST PAULS TCE,Alexandra St,503464.3,6963453.4,-27.452416,153.035058,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,2018-11-28T11:00:00+10:00,"{""coordinates"": [153.03506445681774, -27.45240362225191], ""type"": ""Point""}","-27.45240362225191, 153.03506445681774"
168,265.0,Montpelier Road - 12/13,ABBOTSFORD RD,Edgar St,503759.8,6964057.8,-27.446959,153.038047,BOWEN HILLS,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-08T12:00:00+10:00,"{""coordinates"": [153.03805301926846, -27.44694630636212], ""type"": ""Point""}","-27.44694630636212, 153.03805301926846"
169,266.0,Auchenflower Coronation Drive,CORONATION DR,Lang Pde,500317.7,6960959.9,-27.474932,153.003216,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [153.00322178631237, -27.47491930535961], ""type"": ""Point""}","-27.47491930535961, 153.00322178631237"
170,267.0,Auchenflower Coronation Drive,CORONATION DR,Lang Pde,500327.3,6960932.1,-27.475183,153.003313,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [153.00331896470465, -27.475170281015966], ""type"": ""Point""}","-27.475170281015966, 153.00331896470465"
171,268.0,Park Road - 6,CORONATION DR,Graham St,500469.8,6961134.3,-27.473358,153.004756,MILTON,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [153.00476127064033, -27.47334478102408], ""type"": ""Point""}","-27.47334478102408, 153.00476127064033"
172,271.0,Cribb Street Coronation Drive,CORONATION DR,Park Rd,500636.3,6961276.7,-27.472072,153.00644,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,2016-05-24T12:00:00+10:00,"{""coordinates"": [153.0064464801965, -27.472059128248834], ""type"": ""Point""}","-27.472059128248834, 153.0064464801965"
173,272.0,Cribb Street Coronation Drive,CORONATION DR,,500787.8,6961383.1,-27.471111,153.007973,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-28T12:00:00+10:00,"{""coordinates"": [153.0079798501129, -27.471098471183435], ""type"": ""Point""}","-27.471098471183435, 153.0079798501129"
174,273.0,Boomerang St Stop 3 Coronation Drive,CORONATION DR,Cribb St,500974.7,6961593.2,-27.469214,153.009866,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-28T12:00:00+10:00,"{""coordinates"": [153.00987141247532, -27.469201569681836], ""type"": ""Point""}","-27.469201569681836, 153.00987141247532"
175,276.0,Ann Street 10A,ANN ST,Albert St,502390.7,6961740.9,-27.467879,153.024197,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2017-09-26T12:00:00+10:00,"{""coordinates"": [153.0242030912551, -27.467866384091742], ""type"": ""Point""}","-27.467866384091742, 153.0242030912551"
176,424.0,Anderson Street - 21,MAYGAR ST,Anderson St,502673.3,6966287.3,-27.426833,153.027047,WINDSOR,4 - Regular,Y,Easy,Easy,Medium,2019-11-18T11:00:00+10:00,"{""coordinates"": [153.02705337036156, -27.426820877778646], ""type"": ""Point""}","-27.426820877778646, 153.02705337036156"
177,425.0,Anderson Street - 21,MAYGAR ST,Brook St,502702.4,6966318.8,-27.426549,153.027342,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,,"{""coordinates"": [153.02734772191099, -27.4265364369677], ""type"": ""Point""}","-27.4265364369677, 153.02734772191099"
178,426.0,Bank Street - 22,MAYGAR ST,,502445.8,6966257.2,-27.427106,153.024746,WINDSOR,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02475168152233, -27.42709304927822], ""type"": ""Point""}","-27.42709304927822, 153.02475168152233"
179,427.0,Bank Street - 22,MAYGAR ST,,502431.1,6966268.6,-27.427003,153.024597,WINDSOR,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02460292993965, -27.426990155880343], ""type"": ""Point""}","-27.426990155880343, 153.02460292993965"
180,428.0,Paling Ave - 23,MAYGAR ST,Jean St,502235.8,6966251.8,-27.427155,153.022621,GRANGE,2 - Intermediate,Y,Easy,Medium,Easy,2017-09-08T12:00:00+10:00,"{""coordinates"": [153.02262699446302, -27.42714216147764], ""type"": ""Point""}","-27.42714216147764, 153.02262699446302"
181,429.0,Paling Ave - 23,DAYS RD,,502260.2,6966262.4,-27.427059,153.022868,GRANGE,2 - Intermediate,Y,Easy,Easy,Easy,,"{""coordinates"": [153.022873844424, -27.427046423953254], ""type"": ""Point""}","-27.427046423953254, 153.022873844424"
182,430.0,Eighth Ave - 24,DAYS RD,Eighth Av,502060.9,6966279.1,-27.426909,153.020851,GRANGE,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [153.02085737832277, -27.426895971605607], ""type"": ""Point""}","-27.426895971605607, 153.02085737832277"
183,431.0,Eighth Ave - 24,DAYS RD,,502085.4,6966290.6,-27.426805,153.0211,GRANGE,2 - Intermediate,Y,Hard,Easy,Easy,,"{""coordinates"": [153.02110523947937, -27.426792111817488], ""type"": ""Point""}","-27.426792111817488, 153.02110523947937"
184,432.0,Uxbridge Street - 25,DAYS RD,,501924.1,6966303.6,-27.426688,153.019467,GRANGE,3 - Regular with seat,Y,Easy,Medium,Easy,2017-02-21T11:00:00+10:00,"{""coordinates"": [153.01947325365845, -27.426674984522915], ""type"": ""Point""}","-27.426674984522915, 153.01947325365845"
185,433.0,Uxbridge Street - 25,DAYS RD,,501949.3,6966313.3,-27.4266,153.019722,GRANGE,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.01972820079408, -27.42658737667237], ""type"": ""Point""}","-27.42658737667237, 153.01972820079408"
186,434.0,Carroll Cr - 25A,DAYS RD,Carroll Cr,501754.9,6966330.5,-27.426445,153.017755,GRANGE,3 - Regular with seat,Y,Easy,Medium,Easy,,"{""coordinates"": [153.01776132251706, -27.426432358482707], ""type"": ""Point""}","-27.426432358482707, 153.01776132251706"
187,435.0,Carroll Cr - 25A,DAYS RD,Lanham Av,501710.2,6966352.5,-27.426247,153.017303,GRANGE,2 - Intermediate,Y,Easy,Easy,Easy,2016-11-30T11:00:00+10:00,"{""coordinates"": [153.01730903732476, -27.426233798301542], ""type"": ""Point""}","-27.426233798301542, 153.01730903732476"
188,439.0,Whish Street - 20,MAYGAR ST,Whish St,502871.3,6966316.7,-27.426568,153.029051,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,,"{""coordinates"": [153.02905658166992, -27.42655505039267], ""type"": ""Point""}","-27.42655505039267, 153.02905658166992"
189,440.0,Whish Street - 20,MAYGAR ST,,502935.5,6966299.5,-27.426723,153.0297,WINDSOR,3 - Regular with seat,Y,Easy,Easy,Easy,2019-09-13T12:00:00+10:00,"{""coordinates"": [153.02970617024326, -27.426710195947845], ""type"": ""Point""}","-27.426710195947845, 153.02970617024326"
190,441.0,McKenzie Street - 19,MAYGAR ST,McKenzie St,503026.1,6966322.0,-27.426519,153.030617,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0306227660113, -27.426506866730193], ""type"": ""Point""}","-27.426506866730193, 153.0306227660113"
191,445.0,Antill Street - 25/22,KEDRON BROOK RD,,501869.3,6966186.0,-27.427749,153.018913,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.01891899176997, -27.427736758817943], ""type"": ""Point""}","-27.427736758817943, 153.01891899176997"
192,446.0,Antill Street - 22/25,KEDRON BROOK RD,Antill St,501857.4,6966200.6,-27.427618,153.018793,WILSTON,2 - Intermediate,Y,Easy,Medium,Medium,2017-09-29T12:00:00+10:00,"{""coordinates"": [153.01879856927113, -27.42760496564911], ""type"": ""Point""}","-27.42760496564911, 153.01879856927113"
193,447.0,Wilston Village Kedron Brook Road,KEDRON BROOK RD,,501924.6,6965735.5,-27.431816,153.019473,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0194792116842, -27.431803814350683], ""type"": ""Point""}","-27.431803814350683, 153.0194792116842"
194,448.0,Ada Street - 18,KEDRON BROOK RD,Ada St,502217.4,6965389.8,-27.434937,153.022436,WILSTON,3 - Regular with seat,Y,Medium,Easy,Medium,2018-12-10T11:00:00+10:00,"{""coordinates"": [153.02244240278466, -27.43492436140494], ""type"": ""Point""}","-27.43492436140494, 153.02244240278466"
195,449.0,Ada Street - 18,KEDRON BROOK RD,Silvester St,502256.3,6965375.2,-27.435068,153.02283,WILSTON,3 - Regular with seat,Y,Medium,Easy,Easy,2017-10-13T12:00:00+10:00,"{""coordinates"": [153.02283603248915, -27.435056106824852], ""type"": ""Point""}","-27.435056106824852, 153.02283603248915"
196,450.0,York Street - 19,KEDRON BROOK RD,Jeffery St,502083.0,6965507.6,-27.433874,153.021076,WILSTON,3 - Regular with seat,Y,Easy,Easy,Easy,2017-10-13T12:00:00+10:00,"{""coordinates"": [153.02108229885513, -27.433861071026683], ""type"": ""Point""}","-27.433861071026683, 153.02108229885513"
197,451.0,York Street - 19,KEDRON BROOK RD,York St,502086.9,6965523.2,-27.433733,153.021116,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,,"{""coordinates"": [153.0211217331373, -27.433720227699578], ""type"": ""Point""}","-27.433720227699578, 153.0211217331373"
198,454.0,Wilston Village Kedron Brook Road,KEDRON BROOK RD,Macgregor St,501969.1,6965641.3,-27.432667,153.019924,WILSTON,2 - Intermediate,Y,Easy,Easy,Medium,2016-11-30T11:00:00+10:00,"{""coordinates"": [153.0199296167983, -27.43265419193279], ""type"": ""Point""}","-27.43265419193279, 153.0199296167983"
199,455.0,Sandgate Road,RODE RD,,505796.0,6969497.8,-27.397839,153.058626,WAVELL HEIGHTS,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.0586322310629, -27.397826585685134], ""type"": ""Point""}","-27.397826585685134, 153.0586322310629"
200,456.0,Olney Street - 21,OLNEY ST,,501822.8,6965875.0,-27.430557,153.018443,WILSTON,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.0184489866282, -27.430544542857703], ""type"": ""Point""}","-27.430544542857703, 153.0184489866282"
201,457.0,Olney Street - 21,KEDRON BROOK RD,Angliss St,501831.9,6965945.9,-27.429917,153.018535,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.01854095287402, -27.429904442579033], ""type"": ""Point""}","-27.429904442579033, 153.01854095287402"
202,461.0,Ruth Street - 20/21,LAMONT RD,Heather St,501732.2,6965634.4,-27.432729,153.017527,WILSTON,4 - Regular,Y,Medium,Easy,Easy,2017-06-27T12:00:00+10:00,"{""coordinates"": [153.0175326458888, -27.43271680717079], ""type"": ""Point""}","-27.43271680717079, 153.0175326458888"
203,462.0,Ruth Street - 20,LAMONT RD,,501741.3,6965589.6,-27.433134,153.017619,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.01762478492785, -27.433121251633885], ""type"": ""Point""}","-27.433121251633885, 153.01762478492785"
204,463.0,Abuklea Street - 19,LAMONT RD,Abuklea St,501695.0,6965395.7,-27.434885,153.017151,WILSTON,2 - Intermediate,Y,Easy,Medium,Medium,2023-03-06T11:00:00+10:00,"{""coordinates"": [153.0171565847142, -27.43487184614625], ""type"": ""Point""}","-27.43487184614625, 153.0171565847142"
205,464.0,Abuklea Street - 19,LAMONT RD,Newmarket Rd,501696.2,6965312.8,-27.435633,153.017162,WILSTON,2 - Intermediate,Y,Easy,Medium,Easy,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.0171688423654, -27.435620268680637], ""type"": ""Point""}","-27.435620268680637, 153.0171688423654"
206,466.0,Windsor Park,LUTWYCHE RD,Harris St,503136.8,6965807.5,-27.431164,153.031738,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,2016-07-18T12:00:00+10:00,"{""coordinates"": [153.03174410654907, -27.43115154367865], ""type"": ""Point""}","-27.43115154367865, 153.03174410654907"
207,468.0,Bowen Street - 14,LUTWYCHE RD,Bowen St,503168.4,6965602.8,-27.433012,153.032058,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,2019-09-13T12:00:00+10:00,"{""coordinates"": [153.0320643681753, -27.43299950975891], ""type"": ""Point""}","-27.43299950975891, 153.0320643681753"
208,469.0,Windsor Rail Stop 13 Lutwyche Road,LUTWYCHE RD,Le Geyt St,503122.1,6965311.8,-27.435639,153.031591,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,,"{""coordinates"": [153.03159664580477, -27.435626774671107], ""type"": ""Point""}","-27.435626774671107, 153.03159664580477"
209,470.0,Windsor Rail Stop 13 Lutwyche Road,LUTWYCHE RD,Eildon Rd,503112.2,6965411.4,-27.43474,153.031491,WINDSOR,2 - Intermediate,Y,Easy,Hard,Medium,2023-03-03T11:00:00+10:00,"{""coordinates"": [153.0314962187338, -27.43472760522003], ""type"": ""Point""}","-27.43472760522003, 153.0314962187338"
210,478.0,Northey Street Northey Street,NORTHEY ST,Allom St,502790.5,6964582.7,-27.442222,153.028237,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.02824306477896, -27.442209830160056], ""type"": ""Point""}","-27.442209830160056, 153.02824306477896"
211,480.0,Northey Street,EDGAR ST,,502791.2,6964567.3,-27.442362,153.028244,WINDSOR,3 - Regular with seat,Y,Easy,Easy,Easy,2018-07-12T12:00:00+10:00,"{""coordinates"": [153.0282501834514, -27.44234886029951], ""type"": ""Point""}","-27.44234886029951, 153.0282501834514"
212,481.0,Granville Street - 17,NEWMARKET RD,,502161.3,6965191.8,-27.436725,153.021869,WILSTON,3 - Regular with seat,Y,Easy,Medium,Medium,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.02187511720513, -27.43671200212724], ""type"": ""Point""}","-27.43671200212724, 153.02187511720513"
213,482.0,Downey Park - 13A,GREEN TCE,Melbourne St,502519.4,6964700.7,-27.441158,153.025494,WINDSOR,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [153.0254995637876, -27.4411450517799], ""type"": ""Point""}","-27.4411450517799, 153.0254995637876"
214,483.0,Table Tennis Complex - 14,NOBLE ST,,502591.8,6964865.7,-27.439668,153.026226,WINDSOR,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02623181913893, -27.439655291465897], ""type"": ""Point""}","-27.439655291465897, 153.02623181913893"
215,484.0,Table Tennis Complex - 14,GREEN TCE,Nicholas St,502610.6,6964872.7,-27.439605,153.026416,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.02642203659784, -27.439592059360013], ""type"": ""Point""}","-27.439592059360013, 153.02642203659784"
216,485.0,Green Terrace - 15,GREEN TCE,Newmarket Rd,502666.3,6965049.1,-27.438012,153.02698,WINDSOR,4 - Regular,Y,Easy,Medium,Medium,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.02698526355084, -27.43799940714067], ""type"": ""Point""}","-27.43799940714067, 153.02698526355084"
217,486.0,Green Terrace - 15,GREEN TCE,Newmarket Rd,502682.4,6965045.7,-27.438043,153.027142,WINDSOR,2 - Intermediate,Y,Easy,Medium,Medium,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.02714818049864, -27.438030070825988], ""type"": ""Point""}","-27.438030070825988, 153.02714818049864"
218,487.0,Oakwal Lane Stop 16 Newmarket Road,NEWMARKET RD,Oakwal La,502448.5,6965129.4,-27.437288,153.024775,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,2018-12-10T11:00:00+10:00,"{""coordinates"": [153.02478127088824, -27.43727486527737], ""type"": ""Point""}","-27.43727486527737, 153.02478127088824"
219,488.0,Oakwal Lane Stop 16 Newmarket Road,NEWMARKET RD,Oakwal La,502435.4,6965153.2,-27.437073,153.024643,WINDSOR,2 - Intermediate,N,Easy,Easy,Medium,,"{""coordinates"": [153.02464867040788, -27.437060021622816], ""type"": ""Point""}","-27.437060021622816, 153.02464867040788"
220,491.0,Granville Street - 17,NEWMARKET RD,Noble St,502219.0,6965168.4,-27.436936,153.022453,WILSTON,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [153.02245899633328, -27.43692316529316], ""type"": ""Point""}","-27.43692316529316, 153.02245899633328"
221,492.0,Wilston Station - 18,NEWMARKET RD,Vardon St,501810.6,6965232.9,-27.436354,153.018321,WILSTON,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.01832650434585, -27.43634146128972], ""type"": ""Point""}","-27.43634146128972, 153.01832650434585"
222,494.0,Wilston Station - 18,NEWMARKET RD,Vardon St,501895.7,6965235.4,-27.436332,153.019181,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,,"{""coordinates"": [153.01918758039312, -27.436318775442988], ""type"": ""Point""}","-27.436318775442988, 153.01918758039312"
223,496.0,Lutwyche Road - 11,LUTWYCHE RD,,503036.7,6964920.7,-27.43917,153.030727,WINDSOR,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.03073351342908, -27.439157830471338], ""type"": ""Point""}","-27.439157830471338, 153.03073351342908"
224,497.0,Lutwyche Road - 12,LUTWYCHE RD,Cartwright St,503067.8,6965127.1,-27.437307,153.031042,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.03104768397552, -27.43729437550814], ""type"": ""Point""}","-27.43729437550814, 153.03104768397552"
225,499.0,Lutwyche Road - 11,LUTWYCHE RD,,503076.9,6964997.6,-27.438476,153.031134,WINDSOR,2 - Intermediate,Y,Medium,Easy,Easy,2016-04-14T12:00:00+10:00,"{""coordinates"": [153.0311400905851, -27.43846348483268], ""type"": ""Point""}","-27.43846348483268, 153.0311400905851"
226,502.0,Butterfield Street - 10A,BRAMSTON TCE,,502230.1,6964269.1,-27.445055,153.022567,HERSTON,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.0225729623134, -27.445042051288084], ""type"": ""Point""}","-27.445042051288084, 153.0225729623134"
227,503.0,Butterfield Street - 10A,BUTTERFIELD ST,,502231.6,6964283.4,-27.444926,153.022582,HERSTON,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02258811490594, -27.44491294812728], ""type"": ""Point""}","-27.44491294812728, 153.02258811490594"
228,504.0,Aberleigh Road - 11,BUTTERFIELD ST,,502063.0,6964245.9,-27.445264,153.020876,HERSTON,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.02088207641543, -27.445251764804283], ""type"": ""Point""}","-27.445251764804283, 153.02088207641543"
229,505.0,Aberleigh Road - 11,FAGAN RD,,502025.6,6964299.2,-27.444783,153.020497,HERSTON,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02050352718487, -27.444770627419878], ""type"": ""Point""}","-27.444770627419878, 153.02050352718487"
230,506.0,Butterfield Pre-School - 11A,BUTTERFIELD ST,,501901.1,6964310.3,-27.444683,153.019238,HERSTON,4 - Regular,Y,Easy,Hard,Medium,2023-03-03T11:00:00+10:00,"{""coordinates"": [153.01924366728664, -27.444670595884663], ""type"": ""Point""}","-27.444670595884663, 153.01924366728664"
231,507.0,Butterfield Pre-School - 11A,BUTTERFIELD ST,Fagan Rd,501835.7,6964328.3,-27.444521,153.018576,HERSTON,2 - Intermediate,Y,Easy,Easy,Easy,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.01858184388504, -27.4445081812208], ""type"": ""Point""}","-27.4445081812208, 153.01858184388504"
232,508.0,Garrick Terrace - 10,BRAMSTON TCE,Garrick Tce,502276.0,6964196.1,-27.445714,153.023032,HERSTON,2 - Intermediate,Y,Easy,Hard,Medium,2017-02-14T11:00:00+10:00,"{""coordinates"": [153.0230375722837, -27.445701020844364], ""type"": ""Point""}","-27.445701020844364, 153.0230375722837"
233,509.0,Garrick Terrace - 10,BRAMSTON TCE,,502264.8,6964140.9,-27.446212,153.022918,HERSTON,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.0229243390244, -27.44619938622021], ""type"": ""Point""}","-27.44619938622021, 153.0229243390244"
234,510.0,McLeod Street - 9A,BRAMSTON TCE,McLeod St,502360.5,6964048.1,-27.447049,153.023887,HERSTON,2 - Intermediate,N,Medium,Hard,Medium,,"{""coordinates"": [153.02389294090028, -27.44703702382539], ""type"": ""Point""}","-27.44703702382539, 153.02389294090028"
235,511.0,McLeod Street - 9A,BRAMSTON TCE,Wyndham St,502350.2,6964037.9,-27.447142,153.023783,HERSTON,4 - Regular,N,Medium,Medium,Hard,,"{""coordinates"": [153.0237887305736, -27.447129127432582], ""type"": ""Point""}","-27.447129127432582, 153.0237887305736"
236,512.0,Weightman Street - 9,BRAMSTON TCE,Weightman St,502430.1,6963959.5,-27.447849,153.024592,HERSTON,2 - Intermediate,Y,Easy,Medium,Medium,2017-02-14T11:00:00+10:00,"{""coordinates"": [153.02459743005457, -27.447836783754386], ""type"": ""Point""}","-27.447836783754386, 153.02459743005457"
237,513.0,Weightman Street - 9,BRAMSTON TCE,Weightman St,502415.4,6963953.2,-27.447906,153.024443,HERSTON,2 - Intermediate,Y,Easy,Medium,Easy,2017-03-27T12:00:00+10:00,"{""coordinates"": [153.02444868598454, -27.447893686424496], ""type"": ""Point""}","-27.447893686424496, 153.02444868598454"
238,516.0,McKeering - Barrett Bracken Ridge,BARRETT ST,Playford St,504240.8,6978163.6,-27.319609,153.042865,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Easy,2017-06-20T12:00:00+10:00,"{""coordinates"": [153.04287135555143, -27.31959633005683], ""type"": ""Point""}","-27.31959633005683, 153.04287135555143"
239,519.0,McKeering - Barrett Bracken Ridge,BARRETT ST,Playford St,504243.3,6978177.4,-27.319484,153.042891,BRACKEN RIDGE,4 - Regular,Y,Easy,Easy,Medium,2017-06-20T12:00:00+10:00,"{""coordinates"": [153.04289657722182, -27.319471733399585], ""type"": ""Point""}","-27.319471733399585, 153.04289657722182"
240,520.0,Bracken Ridge Quinlan St,QUINLAN STREET,Barrett St,504793.8,6978027.2,-27.320839,153.048455,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Medium,2017-06-21T12:00:00+10:00,"{""coordinates"": [153.04846152086634, -27.320825948355782], ""type"": ""Point""}","-27.320825948355782, 153.04846152086634"
241,547.0,Kedron Brook Stop 3,PERRY ST,,503489.9,6967546.6,-27.415462,153.035306,LUTWYCHE,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-16T12:00:00+10:00,"{""coordinates"": [153.03531177130625, -27.415450006010516], ""type"": ""Point""}","-27.415450006010516, 153.03531177130625"
242,548.0,GREGORY / ANDERSON,GREGORY TCE,,503007.8,6963521.2,-27.451805,153.030439,BOWEN HILLS,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.03044454872816, -27.451792608576884], ""type"": ""Point""}","-27.451792608576884, 153.03044454872816"
243,550.0,Gregory Terrace - 10,GREGORY TCE,,502817.6,6963390.2,-27.452988,153.028514,SPRING HILL,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02852005589924, -27.452975685091182], ""type"": ""Point""}","-27.452975685091182, 153.02852005589924"
244,551.0,Gregory Terrace - 9,GREGORY TCE,Hill St,502646.6,6963159.9,-27.455068,153.026784,SPRING HILL,3 - Regular with seat,N,Medium,Easy,Hard,,"{""coordinates"": [153.02679004386653, -27.455055178884407], ""type"": ""Point""}","-27.455055178884407, 153.02679004386653"
245,552.0,Gregory Terrace - 8,GREGORY TCE,Rogers St,502598.6,6963055.8,-27.456007,153.026298,SPRING HILL,2 - Intermediate,Y,Medium,Easy,Hard,,"{""coordinates"": [153.0263044992455, -27.45599508694407], ""type"": ""Point""}","-27.45599508694407, 153.0263044992455"
246,553.0,Truro St Stop,LUTWYCHE RD,,503248.2,6966300.3,-27.426714,153.032864,WINDSOR,2 - Intermediate,N,Hard,Hard,Hard,,"{""coordinates"": [153.0328699319681, -27.42670226387557], ""type"": ""Point""}","-27.42670226387557, 153.0328699319681"
247,555.0,Torrington Street - 5,GREGORY TCE,Bradley St,502097.8,6962744.3,-27.458821,153.02123,SPRING HILL,2 - Intermediate,N,Medium,Hard,Hard,,"{""coordinates"": [153.02123682067707, -27.45880817466526], ""type"": ""Point""}","-27.45880817466526, 153.02123682067707"
248,561.0,St Josephs - 7,GREGORY TCE,,502425.1,6962979.6,-27.456696,153.024543,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02454878963013, -27.45668334126997], ""type"": ""Point""}","-27.45668334126997, 153.02454878963013"
249,563.0,Gregory Terrace - 8,GREGORY TCE,Rogers St,502521.9,6963074.0,-27.455843,153.025522,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2019-09-24T12:00:00+10:00,"{""coordinates"": [153.0255282389473, -27.4558309215203], ""type"": ""Point""}","-27.4558309215203, 153.0255282389473"
250,564.0,Gregory Terrace - 9,GREGORY TCE,,502639.5,6963254.2,-27.454216,153.026712,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0267179857434, -27.454203851480898], ""type"": ""Point""}","-27.454203851480898, 153.0267179857434"
251,565.0,Gregory Terrace - 7,BOWEN BRIDGE RD,Gregory Tce,502842.0,6963486.5,-27.452119,153.028761,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Medium,2018-01-10T11:00:00+10:00,"{""coordinates"": [153.02876675763403, -27.45210623690149], ""type"": ""Point""}","-27.45210623690149, 153.02876675763403"
252,566.0,Gregory Terrace - 7,BOWEN BRIDGE RD,Gregory Tce,502875.8,6963471.3,-27.452256,153.029103,BOWEN HILLS,2 - Intermediate,Y,Easy,Hard,Medium,2018-01-10T11:00:00+10:00,"{""coordinates"": [153.02910884577722, -27.452243391674813], ""type"": ""Point""}","-27.452243391674813, 153.02910884577722"
253,569.0,Boundary Street - 3,BOUNDARY ST,Bradley St,502094.8,6962580.4,-27.4603,153.021201,SPRING HILL,3 - Regular with seat,Y,Easy,Easy,Medium,2023-02-17T11:00:00+10:00,"{""coordinates"": [153.02120674202075, -27.460287868879153], ""type"": ""Point""}","-27.460287868879153, 153.02120674202075"
