OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
254,570.0,Fortescue Street - 2,BOUNDARY ST,,502296.5,6962549.1,-27.460583,153.023242,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02324813297085, -27.46057011985305], ""type"": ""Point""}","-27.46057011985305, 153.02324813297085"
255,571.0,Greg - Brisbane Gramma - 4,GREGORY TCE,,502333.6,6962835.4,-27.457998,153.023617,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0236230590065, -27.457985339587232], ""type"": ""Point""}","-27.457985339587232, 153.0236230590065"
256,573.0,Holland Park High - 62,BAUPAUME RD,Dagmar St,505874.4,6954780.3,-27.530709,153.05949,HOLLAND PARK WEST,4 - Regular,Y,Easy,Easy,Hard,2022-10-19T12:00:00+10:00,"{""coordinates"": [153.0594965115983, -27.5306957225058], ""type"": ""Point""}","-27.5306957225058, 153.0594965115983"
257,575.0,Flynn Street - 65,NURSERY RD,Vanburgh St,506554.0,6954571.6,-27.532589,153.066374,HOLLAND PARK WEST,4 - Regular,Y,Hard,Easy,Easy,,"{""coordinates"": [153.0663799989076, -27.532576731765623], ""type"": ""Point""}","-27.532576731765623, 153.0663799989076"
258,576.0,Dobbs Street - 63,BAPAUME RD,,506110.6,6954411.8,-27.534034,153.061885,HOLLAND PARK WEST,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.06189038808665, -27.53402146111618], ""type"": ""Point""}","-27.53402146111618, 153.06189038808665"
259,577.0,Brisbane Grammar - 4,GREGORY TCE,,501957.7,6962691.4,-27.459299,153.019813,SPRING HILL,1 - Premium,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.01981902417373, -27.459285964783682], ""type"": ""Point""}","-27.459285964783682, 153.01981902417373"
260,578.0,Gregory Terrace - 6,GREGORY TCE,,502359.8,6962834.5,-27.458006,153.023883,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.0238882158369, -27.457993419609174], ""type"": ""Point""}","-27.457993419609174, 153.0238882158369"
261,579.0,Flynn Street - 65,NURSERY RD,Flynn St,506477.8,6954501.2,-27.533225,153.065603,HOLLAND PARK WEST,4 - Regular,Y,Easy,Medium,Medium,,"{""coordinates"": [153.06560868045173, -27.533212662219935], ""type"": ""Point""}","-27.533212662219935, 153.06560868045173"
262,581.0,Gaza Road - 64,NURSERY RD,Flynn St,506332.6,6954417.4,-27.533982,153.064133,HOLLAND PARK WEST,2 - Intermediate,Y,Medium,Easy,Hard,,"{""coordinates"": [153.0641386356592, -27.533969886231713], ""type"": ""Point""}","-27.533969886231713, 153.0641386356592"
263,582.0,Gaza Road - 64,NURSERY RD,Dakara St,506329.0,6954397.8,-27.534159,153.064096,HOLLAND PARK WEST,2 - Intermediate,Y,Easy,Easy,Easy,2022-10-19T12:00:00+10:00,"{""coordinates"": [153.0641022797612, -27.53414684989275], ""type"": ""Point""}","-27.53414684989275, 153.0641022797612"
264,583.0,Torrington Street - 5,GREGORY TCE,,502135.8,6962772.1,-27.45857,153.021615,SPRING HILL,2 - Intermediate,N,Easy,Medium,Easy,,"{""coordinates"": [153.02162135069833, -27.458557137058776], ""type"": ""Point""}","-27.458557137058776, 153.02162135069833"
265,588.0,Brisbane Grammar - 4,,,501893.0,6962669.3,-27.459498,153.019158,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Easy,2022-06-02T12:00:00+10:00,"{""coordinates"": [153.0191642595686, -27.45948557517888], ""type"": ""Point""}","-27.45948557517888, 153.0191642595686"
266,611.0,Water Street - 6,BRUNSWICK ST,Water St,502921.4,6963293.5,-27.453861,153.029565,FORTITUDE VALLEY,4 - Regular,Y,Easy,Medium,Hard,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.02957074097336, -27.453848474777008], ""type"": ""Point""}","-27.453848474777008, 153.02957074097336"
267,612.0,Water Street - 6,BRUNSWICK ST,Water St,502948.9,6963224.8,-27.454481,153.029844,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.02984920908145, -27.454468639667652], ""type"": ""Point""}","-27.454468639667652, 153.02984920908145"
268,619.0,McConnell Street,MCCONNELL ST,,505795.5,6964494.6,-27.443008,153.058645,BULIMBA,4 - Regular,Y,Easy,Easy,Medium,2016-07-18T12:00:00+10:00,"{""coordinates"": [153.05865102206315, -27.442995722512784], ""type"": ""Point""}","-27.442995722512784, 153.05865102206315"
269,623.0,St Pauls Terrace - 5,BRUNSWICK ST,St Pauls Tce,503080.1,6963104.3,-27.455569,153.031171,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.03117727211708, -27.455556223944065], ""type"": ""Point""}","-27.455556223944065, 153.03117727211708"
270,629.0,O'Keefe Street,O'KEEFE ST,Wolseley St,503565.5,6958516.4,-27.496987,153.036097,WOOLLOONGABBA,3 - Regular with seat,Y,Easy,Medium,Easy,2019-08-09T12:00:00+10:00,"{""coordinates"": [153.03610310831365, -27.49697450592117], ""type"": ""Point""}","-27.49697450592117, 153.03610310831365"
271,631.0,O'Keefe Street,IPSWICH RD,,503581.7,6958490.6,-27.49722,153.036261,WOOLLOONGABBA,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.03626719316605, -27.497207384473686], ""type"": ""Point""}","-27.497207384473686, 153.03626719316605"
272,635.0,Leichhardt Street - 1,LEICHHARDT ST,,502340.8,6962328.2,-27.462577,153.023691,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02369690420466, -27.462564329479765], ""type"": ""Point""}","-27.462564329479765, 153.02369690420466"
273,636.0,Leichhardt Street - 1,LEICHARDT ST,Little Edward St,502339.1,6962349.0,-27.462389,153.023673,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02367965868595, -27.462376550035735], ""type"": ""Point""}","-27.462376550035735, 153.02367965868595"
274,637.0,Allenby Street – 2,LEICHHARDT ST,,502153.0,6962378.9,-27.462119,153.02179,SPRING HILL,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02179612030176, -27.46210692008357], ""type"": ""Point""}","-27.46210692008357, 153.02179612030176"
275,638.0,Allenby Street – 2,LEICHARDT ST,Allenby St,502184.7,6962394.8,-27.461976,153.022111,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02211692102262, -27.461963324367627], ""type"": ""Point""}","-27.461963324367627, 153.02211692102262"
276,639.0,Wickham Terrace - 3,WICKHAM TCE,Bradley St,502003.9,6962417.0,-27.461776,153.020281,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Medium,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.02028704619832, -27.46176318106217], ""type"": ""Point""}","-27.46176318106217, 153.02028704619832"
277,695.0,Little Edward Street - 1,LEICHHARDT ST,,502399.7,6962352.1,-27.462361,153.024287,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0242929744835, -27.462348457704355], ""type"": ""Point""}","-27.462348457704355, 153.0242929744835"
278,704.0,Vernon Terrace - 15,FLORENCE ST,,504926.5,6963083.4,-27.455752,153.049857,TENERIFFE,3 - Regular with seat,Y,Easy,Easy,Easy,,"{""coordinates"": [153.049863292805, -27.45573947660795], ""type"": ""Point""}","-27.45573947660795, 153.049863292805"
279,705.0,Vernon Terrace - 15,VERNON TCE,,504942.9,6963084.9,-27.455738,153.050023,TENERIFFE,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.05002925822055, -27.455725875116837], ""type"": ""Point""}","-27.455725875116837, 153.05002925822055"
280,706.0,Mercantile Place - 14,MACQUARIE ST,,504938.3,6962748.8,-27.458773,153.049978,TENERIFFE,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.0499840728906, -27.458760203480473], ""type"": ""Point""}","-27.458760203480473, 153.0499840728906"
281,707.0,Mercantile Place - 14,MACQUARIE ST,,504953.4,6962859.1,-27.457777,153.05013,TENERIFFE,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.05013644207224, -27.4577643600467], ""type"": ""Point""}","-27.4577643600467, 153.05013644207224"
282,712.0,Gibbon Street - 10,GIBBON ST,James St,504360.1,6962657.8,-27.459596,153.044127,NEW FARM,2 - Intermediate,Y,Easy,Hard,Easy,2017-07-04T12:00:00+10:00,"{""coordinates"": [153.04413273182934, -27.459583727626416], ""type"": ""Point""}","-27.459583727626416, 153.04413273182934"
283,713.0,James Street - 10,JAMES ST,,504290.8,6962679.7,-27.459399,153.043425,NEW FARM,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [153.04343129911436, -27.45938623476733], ""type"": ""Point""}","-27.45938623476733, 153.04343129911436"
284,714.0,Chester Street - 11,CHESTER ST,Harcourt St,504342.5,6962963.4,-27.456837,153.043948,TENERIFFE,3 - Regular with seat,Y,Easy,Hard,Medium,2018-01-24T11:00:00+10:00,"{""coordinates"": [153.04395351633136, -27.456824826484137], ""type"": ""Point""}","-27.456824826484137, 153.04395351633136"
285,715.0,Teneriffe Hill - 12,CHESTER ST,,504479.5,6962813.8,-27.458188,153.045335,NEW FARM,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.04534055163688, -27.458174971525736], ""type"": ""Point""}","-27.458174971525736, 153.04534055163688"
286,716.0,Teneriffe Hill - 12,CHESTER ST,Ellis St,504495.1,6962848.4,-27.457875,153.045492,TENERIFFE,2 - Intermediate,Y,Easy,Medium,Hard,2023-02-10T11:00:00+10:00,"{""coordinates"": [153.04549830230906, -27.45786255119509], ""type"": ""Point""}","-27.45786255119509, 153.04549830230906"
287,717.0,Chester Street - 11,HARCOURT ST,Chester St,504342.9,6962999.5,-27.456511,153.043951,TENERIFFE,2 - Intermediate,Y,Easy,Easy,Hard,2017-03-10T11:00:00+10:00,"{""coordinates"": [153.04395743527968, -27.456498914259665], ""type"": ""Point""}","-27.456498914259665, 153.04395743527968"
288,718.0,James Street - 9,JAMES ST,Harcourt St,504107.0,6962822.7,-27.458109,153.041565,NEW FARM,2 - Intermediate,N,Hard,Hard,Hard,,"{""coordinates"": [153.04157065826882, -27.458095797843768], ""type"": ""Point""}","-27.458095797843768, 153.04157065826882"
289,720.0,Kerry Road - 51,KERRY RD,Desgrand St,501886.6,6950191.2,-27.57215,153.019113,ARCHERFIELD,3 - Regular with seat,Y,Medium,Easy,Easy,2018-12-11T11:00:00+10:00,"{""coordinates"": [153.0191189360164, -27.572136991046552], ""type"": ""Point""}","-27.572136991046552, 153.0191189360164"
290,721.0,Kerry Road - 51,KERRY RD,,501892.5,6950203.0,-27.572043,153.019173,ARCHERFIELD,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.019178689684, -27.57203045411008], ""type"": ""Point""}","-27.57203045411008, 153.019178689684"
291,723.0,Merthyr Central - 11,MERTHYR RD,,504603.9,6961881.9,-27.4666,153.046597,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2018-06-06T12:00:00+10:00,"{""coordinates"": [153.04660307026018, -27.466587746010106], ""type"": ""Point""}","-27.466587746010106, 153.04660307026018"
292,724.0,Alford Street - 12,MERTHYR RD,,504739.4,6962037.3,-27.465197,153.047968,NEW FARM,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.04797388651525, -27.465184330632333], ""type"": ""Point""}","-27.465184330632333, 153.04797388651525"
293,725.0,Alford Street - 12,MERTHYR RD,,504746.3,6962023.9,-27.465318,153.048038,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Medium,2017-07-04T12:00:00+10:00,"{""coordinates"": [153.0480437743791, -27.465305281667725], ""type"": ""Point""}","-27.465305281667725, 153.0480437743791"
294,726.0,Merthyr Central - 11,BRUNSWICK ST,,504586.2,6961840.8,-27.466971,153.046418,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2018-06-06T12:00:00+10:00,"{""coordinates"": [153.04642408030531, -27.466958856233813], ""type"": ""Point""}","-27.466958856233813, 153.04642408030531"
295,729.0,New Farm Junction - 14,MERTHYR RD,,504575.0,6961797.1,-27.467366,153.046305,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2018-06-06T12:00:00+10:00,"{""coordinates"": [153.0463108872397, -27.467353417130695], ""type"": ""Point""}","-27.467353417130695, 153.0463108872397"
296,731.0,Langshaw Street - 10,BRUNSWICK ST,,504406.5,6961942.2,-27.466057,153.044599,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,,"{""coordinates"": [153.04460492511228, -27.466044012078118], ""type"": ""Point""}","-27.466044012078118, 153.04460492511228"
297,732.0,Langshaw Street - 10,VILLIERS ST,,504414.6,6961953.7,-27.465953,153.044681,NEW FARM,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.04468686463056, -27.465940163901756], ""type"": ""Point""}","-27.465940163901756, 153.04468686463056"
298,734.0,Brunswick Street - 9,BRUNSWICK ST,,504241.6,6962088.5,-27.464736,153.042929,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Medium,2016-06-21T12:00:00+10:00,"{""coordinates"": [153.04293543483348, -27.464723741019462], ""type"": ""Point""}","-27.464723741019462, 153.04293543483348"
299,735.0,Heal Street - 8,BRUNSWICK ST,,504094.0,6962216.2,-27.463584,153.041435,NEW FARM,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.04144113893815, -27.463571318407237], ""type"": ""Point""}","-27.463571318407237, 153.04144113893815"
300,737.0,Harcourt Street - 6,BRUNSWICK ST,,503814.0,6962460.1,-27.461383,153.0386,FORTITUDE VALLEY,1 - Premium,Y,Easy,Hard,Easy,2019-09-24T12:00:00+10:00,"{""coordinates"": [153.03860651147133, -27.461370203865652], ""type"": ""Point""}","-27.461370203865652, 153.03860651147133"
301,738.0,Robertson Street - 5,MARTIN ST,,503708.6,6962553.0,-27.460544,153.037533,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0375395025394, -27.460531794170862], ""type"": ""Point""}","-27.460531794170862, 153.0375395025394"
302,739.0,Robertson Street - 5,ROBERTSON ST,,503638.5,6962636.5,-27.459791,153.036824,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.03682979432332, -27.45977814544032], ""type"": ""Point""}","-27.45977814544032, 153.03682979432332"
303,740.0,Harcourt Street - 6,BRUNSWICK ST,Harcourt St,503823.7,6962472.3,-27.461273,153.038699,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.0387046441137, -27.461260035050586], ""type"": ""Point""}","-27.461260035050586, 153.0387046441137"
304,742.0,Kent Street - 7/8,BRUNSWICK ST,,503967.5,6962345.9,-27.462414,153.040154,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,,"{""coordinates"": [153.04016041700777, -27.462400762162606], ""type"": ""Point""}","-27.462400762162606, 153.04016041700777"
305,743.0,Barker Street - 9,BRUNSWICK ST,Heal St,504148.1,6962186.1,-27.463855,153.041983,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,2017-03-10T11:00:00+10:00,"{""coordinates"": [153.04198878422778, -27.463842897145515], ""type"": ""Point""}","-27.463842897145515, 153.04198878422778"
306,744.0,Oxley Lane - 9,BARKER ST,Bowen Tce,504155.8,6962037.0,-27.465201,153.042061,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,2019-09-24T12:00:00+10:00,"{""coordinates"": [153.04206722633168, -27.465188947565096], ""type"": ""Point""}","-27.465188947565096, 153.04206722633168"
307,745.0,Locke Street - 10,MORAY ST,Locke St,504063.0,6961865.0,-27.466755,153.041122,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2017-07-04T12:00:00+10:00,"{""coordinates"": [153.04112856627304, -27.466742042648555], ""type"": ""Point""}","-27.466742042648555, 153.04112856627304"
308,746.0,Locke Street - 10,MORAY ST,Barker St,504037.5,6961904.4,-27.466399,153.040864,NEW FARM,2 - Intermediate,Y,Easy,Medium,Medium,2017-07-04T12:00:00+10:00,"{""coordinates"": [153.0408703440048, -27.46638641572358], ""type"": ""Point""}","-27.46638641572358, 153.0408703440048"
309,747.0,Oxley Lane - 9,BARKER ST,Bowen Tce,504161.1,6962064.4,-27.464954,153.042114,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,2019-09-24T12:00:00+10:00,"{""coordinates"": [153.04212077406848, -27.464941564340275], ""type"": ""Point""}","-27.464941564340275, 153.04212077406848"
310,748.0,Annie Street - 15,JAMES ST,,504542.7,6962499.2,-27.461028,153.045975,NEW FARM,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.04598134103895, -27.461014970766314], ""type"": ""Point""}","-27.461014970766314, 153.04598134103895"
311,757.0,Muir Street - 61,MUIR ST,,508717.1,6961463.5,-27.470357,153.088231,CANNON HILL,3 - Regular with seat,Y,Easy,Medium,Easy,2017-04-24T12:00:00+10:00,"{""coordinates"": [153.08823660293012, -27.470344905877045], ""type"": ""Point""}","-27.470344905877045, 153.08823660293012"
312,759.0,Whitworth Street - 57,WHITWORTH RD,Grenade St,508470.1,6962238.7,-27.463361,153.085725,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2017-04-24T12:00:00+10:00,"{""coordinates"": [153.0857311685622, -27.463347974460056], ""type"": ""Point""}","-27.463347974460056, 153.0857311685622"
313,763.0,Bellbowrie Chase,KANGAROO GULLY RD,Church Rd,487720.9,6951022.7,-27.564588,152.87561,BELLBOWRIE,2 - Intermediate,Y,Easy,Medium,Easy,2017-06-13T12:00:00+10:00,"{""coordinates"": [152.87561655674912, -27.5645759409021], ""type"": ""Point""}","-27.5645759409021, 152.87561655674912"
314,765.0,Bellbowrie Chase Kangaroo gully Road,KANGAROO GULLY RD,Church Rd,487761.5,6951145.7,-27.563478,152.876023,BELLBOWRIE,4 - Regular,Y,Easy,Medium,Easy,2019-07-23T12:00:00+10:00,"{""coordinates"": [152.8760290889354, -27.56346588348532], ""type"": ""Point""}","-27.56346588348532, 152.8760290889354"
315,767.0,Muir Street - 61,MUIR ST,Beauvardia St,508735.7,6961493.6,-27.470085,153.088419,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2022-09-30T12:00:00+10:00,"{""coordinates"": [153.088424646745, -27.470073044337262], ""type"": ""Point""}","-27.470073044337262, 153.088424646745"
316,770.0,McPherson Malia - 55,MCPHERSON RD,Malia St,494884.8,6952505.2,-27.551251,152.948188,SINNAMON PARK,3 - Regular with seat,Y,Easy,Medium,Easy,2017-02-27T11:00:00+10:00,"{""coordinates"": [152.9481943823093, -27.551238149009983], ""type"": ""Point""}","-27.551238149009983, 152.9481943823093"
317,773.0,Rees Way Rafting Ground Road,RAFTING GROUND RD,,491549.3,6957510.5,-27.506046,152.914439,BROOKFIELD,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.9144442666661, -27.506034079871135], ""type"": ""Point""}","-27.506034079871135, 152.9144442666661"
318,775.0,Rafting Ground West Rafting Ground Road,RAFTING GROUND RD,,491323.6,6958474.4,-27.497343,152.91216,BROOKFIELD,2 - Intermediate,Y,Easy,Easy,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.91216600845388, -27.49733062642183], ""type"": ""Point""}","-27.49733062642183, 152.91216600845388"
319,777.0,Bridge Street - 5,WICKHAM ST,Bridge St,503544.8,6963153.9,-27.45512,153.035874,FORTITUDE VALLEY,3 - Regular with seat,N,Medium,Easy,Hard,,"{""coordinates"": [153.0358799843245, -27.455107303564834], ""type"": ""Point""}","-27.455107303564834, 153.0358799843245"
320,779.0,East Street - 6,WICKHAM ST,Church St,503645.8,6963264.4,-27.454122,153.036896,FORTITUDE VALLEY,2 - Intermediate,N,Easy,Medium,Hard,,"{""coordinates"": [153.03690178850195, -27.454109441862787], ""type"": ""Point""}","-27.454109441862787, 153.03690178850195"
321,783.0,Chester Street - 7,ANN ST,Chester St,503973.2,6963356.8,-27.453287,153.040209,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Medium,2023-04-06T12:00:00+10:00,"{""coordinates"": [153.04021479620718, -27.453274337290893], ""type"": ""Point""}","-27.453274337290893, 153.04021479620718"
322,785.0,Brookes Street - 10,BROOKES ST,Ann St,503797.0,6963298.0,-27.453818,153.038426,FORTITUDE VALLEY,4 - Regular,N,Medium,Easy,Medium,,"{""coordinates"": [153.03843183764735, -27.453805687275835], ""type"": ""Point""}","-27.453805687275835, 153.03843183764735"
323,786.0,James Street - 6,ANN ST,,503820.1,6963179.9,-27.454884,153.03866,FORTITUDE VALLEY,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.03866598223686, -27.45487183033156], ""type"": ""Point""}","-27.45487183033156, 153.03866598223686"
324,787.0,Bridge Street - 5,ANN ST,Bridge St,503724.1,6963070.1,-27.455876,153.037689,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2023-04-18T12:00:00+10:00,"{""coordinates"": [153.03769478593154, -27.45586337157576], ""type"": ""Point""}","-27.45586337157576, 153.03769478593154"
325,790.0,McConnell Street,MCCONNELL ST,,505751.9,6964488.0,-27.443068,153.058204,BULIMBA,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.05820986272113, -27.44305549237912], ""type"": ""Point""}","-27.44305549237912, 153.05820986272113"
326,792.0,Whitworth Street - 57,WHITWORTH RD,,508472.4,6962310.4,-27.462713,153.085748,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2017-04-24T12:00:00+10:00,"{""coordinates"": [153.08575394587012, -27.46270065336763], ""type"": ""Point""}","-27.46270065336763, 153.08575394587012"
